"","Solar","Eolica","Prevision_solar","Prevision_Viento","Carga_prevision","Carga_real","Precio_prevision","Precio_real"
"18220",26,6371,9,6329,22522,22548,47.51,56.61
"18221",25,6451,9,6368,22123,22224,44,53.43
"18222",26,6466,10,6373,22121,22292,43.84,54.29
"18223",25,6277,10,6383,22575,22587,46.16,55.33
"18224",30,5914,11,6002,23422,23386,49.08,57.93
"18225",50,5778,84,5744,23945,23972,53.38,61.49
"18226",385,5429,442,5460,25978,26114,60.71,68.69
"18227",878,5293,871,5257,28284,28400,66,73.44
"18228",1397,5396,1268,5353,29162,29353,66.03,72.8
"18229",1740,5660,1508,5532,29104,29205,68,74.9
"18230",1958,6034,1629,5853,29395,29504,66.03,72.29
"18231",1899,6381,1644,6226,29313,29300,63.15,69.91
"18232",1840,6109,1459,6247,28145,27949,60.49,67.08
"18233",1471,5996,1174,6027,27477,27180,60.3,67.5
"18234",798,6035,800,5990,27321,27128,61.49,68.31
"18235",253,6187,385,6149,29310,29145,75.96,83.71
"18236",90,6184,33,6179,31704,31692,79.49,86.57
"18237",68,6470,31,6357,33047,32955,80.04,87.17
"18238",29,6819,52,6716,33149,33028,80.04,87.05
"18239",29,6863,30,6900,31827,31632,79.01,85.36
"18240",29,6953,13,6820,29297,29020,71.15,77.79
"18241",28,7033,10,6955,26592,26379,59.79,66.62
"18242",29,6979,11,6984,24505,24350,53.6,61.19
"18243",26,6918,12,6959,23288,23251,47.1,54.09
"18244",27,6767,12,6809,22820,22869,44.9,52.05
"18245",27,6848,9,6807,22851,22813,44.68,52.19
"18246",27,6782,9,6840,23672,23610,47.72,55.91
"18247",25,6310,10,6467,26672,26813,54.77,64.55
"18248",30,5925,25,6076,31599,31867,77.15,83.23
"18249",59,5723,97,5719,34738,34960,79.1,86.39
"18250",502,5723,608,5616,35994,36057,79.49,86.92
"18251",1149,5672,1324,5708,36583,36302,79.49,88.21
"18252",1963,5713,1807,5700,36404,36148,79.1,87.77
"18253",2482,5616,2095,5766,35918,35733,78.98,87.73
"18254",2617,5511,2448,5674,35638,35501,78.44,86.2
"18255",2554,5520,2480,5515,34336,34362,77,84.99
"18256",2382,5678,2301,5632,33681,33739,76,83.75
"18257",1958,5505,1846,5596,33375,33432,75.51,83.15
"18258",1158,5314,1152,5390,33514,33443,78.53,86.14
"18259",367,5369,400,5357,34989,34729,83.69,95.69
"18260",108,5478,67,5505,36976,36706,87.08,98.52
"18261",61,5628,50,5464,37355,37047,84.95,96.38
"18262",27,5651,31,5815,36516,36175,80.55,89.34
"18263",25,5613,13,5768,33853,33521,77.69,85.78
"18264",25,5751,12,5743,30692,30238,74.19,82.37
"18265",25,5891,26,5875,28196,27848,61.23,68.63
"18266",26,6118,9,6017,25989,25847,55,63.64
"18267",22,6009,8,6084,24760,24613,53.3,61.73
"18268",23,6000,19,5983,24298,24165,52,60.67
"18269",23,5966,8,5986,24198,24065,50.18,58.59
"18270",23,5862,8,5947,24822,24607,54,62.65
"18271",23,5677,10,5800,27485,27360,61.23,69.31
"18272",33,5614,17,5633,32319,32285,77.15,83.54
"18273",93,5520,114,5607,35061,35016,78.98,86.39
"18274",794,5177,726,5326,36040,35624,79.49,87.1
"18275",1722,4777,1550,4861,36402,35741,79.99,88.89
"18276",2350,4607,2211,4580,36191,35311,79.49,88.15
"18277",2807,4639,2815,4521,35730,35025,79.49,88.39
"18278",3125,4568,3101,4557,35455,34859,79.89,87.88
"18279",3067,4117,2969,4296,34277,33713,79.49,87.48
"18280",2841,3656,2594,3773,33607,33232,79.94,87.45
"18281",2284,3400,1962,3468,33306,33016,79.99,86.94
"18282",1237,3079,1122,3245,33465,32894,80.39,87.68
"18283",272,3244,399,3104,34898,34101,87.01,100.49
"18284",112,3743,169,3545,36951,36311,90,102.64
"18285",76,4239,51,4050,37279,36661,83.69,96.37
"18286",27,4677,38,4548,36426,36023,80.69,89.65
"18287",27,4828,16,4795,33617,33281,79.1,87.49
"18288",25,5161,15,4970,30546,30005,76.64,85.67
"26305",9,12348,6,12879,23324,22779,6.74,20.76
"26306",9,11156,0,11527,22688,22009,4.74,19.02
"26307",9,9437,1,10749,21521,20589,3.66,17.9
"26308",9,6474,4,8095,20294,19547,2.3,20.88
"26309",9,6329,6,6391,19489,18871,2.3,18.83
"26310",9,6172,4,6376,19179,18688,2.06,15.8
"26311",9,6189,2,6286,19034,18869,2.06,18.7
"26312",9,5782,22,5954,18806,19263,2.06,19.97
"26313",34,5963,107,6020,18105,19046,2.3,21.91
"26314",601,5770,584,5857,18168,19563,2.3,17.82
"26315",1635,6448,1475,6427,19654,21063,2.3,14.63
"26316",2479,7056,2261,7156,20862,22448,2.3,14.69
"26317",2942,8335,2779,8994,21881,23033,2.3,14
"26318",2898,9002,2994,9728,23190,23680,2.3,14.14
"26319",2778,11860,2897,11033,23800,23918,5,17.69
"26320",2554,12244,2480,12355,22369,22626,5,17.62
"26321",1876,12635,1725,12409,22027,22130,5,16.99
"26322",781,13564,866,13128,22444,22607,8.85,20.66
"26323",177,14629,259,14200,24836,25198,15.93,28.2
"26324",119,14358,91,14517,26340,26477,22.02,32.37
"26325",115,14342,72,14218,27581,27326,20,30.39
"26326",91,14041,60,14001,27858,27534,21.95,32.2
"26327",60,14166,49,14117,26964,26946,23.52,32.9
"26328",50,13271,38,13938,24988,24878,16.35,26.95
"26329",13,2158,2,2078,28358,28084,60,29.42
"26330",13,2485,7,2372,26284,26180,57.79,23.58
"26331",17,3156,5,2906,25127,25063,55.31,20.21
"26332",20,3748,3,3661,24696,24672,50.96,18.58
"26333",19,3954,3,4081,24642,24537,47.07,17.8
"26334",13,4530,8,4476,25259,25261,46,22.02
"26335",13,4849,12,4933,27896,27911,54,35.01
"26336",12,5433,7,5248,32389,32762,59.37,50.65
"26337",47,6143,98,5882,35163,35344,60.77,58.61
"26338",392,6323,598,6441,36407,36342,60.61,57.43
"26339",991,6544,1262,6475,36833,36727,60.17,60.31
"26340",1491,7352,1811,7059,36710,36772,59.25,58.48
"26341",1791,8394,2048,8106,36245,36642,57.3,57.08
"26342",1990,9163,2223,8949,36102,36684,55.04,56.33
"26343",1983,10712,2122,9855,34915,35554,46.88,56.54
"26344",1676,10970,1806,11076,34333,35155,44.99,55.13
"26345",1363,10782,1415,10889,34106,34958,44.68,54.64
"26346",882,10235,680,10402,34280,35112,46.32,57.35
"26347",234,9581,220,9826,35021,36077,53.81,61.67
"26348",24,8919,104,9105,36888,37957,58.19,62.34
"26349",10,8877,58,8821,37446,38313,59.37,64.51
"26350",9,9051,4,8836,36680,37394,58.87,63.33
"26351",9,9009,0,9014,34103,34645,55.1,59.09
"26352",9,8873,3,8991,30812,31297,52.14,48.64
"26353",21,10099,6,10714,28912,28930,50.01,22.7
"26354",21,9657,5,10484,26846,26848,45.02,17.25
"26355",18,9425,5,10176,25558,25598,44.51,15.01
"26356",18,9877,5,10122,25188,25203,44.51,12.6
"26357",18,10457,10,10377,25049,24987,44.27,12.4
"26358",20,11247,10,10732,25695,25730,44.51,14.92
"26359",20,11741,10,11147,28538,28433,45.01,23.01
"26360",25,11816,27,11434,32614,32647,56.01,47.4
"26361",163,12134,170,11633,35461,35564,60.84,60.64
"26362",466,12249,562,11902,36973,36996,63.83,61.65
"26363",686,12274,975,12385,37248,37853,63.53,63.48
"26364",892,12936,1294,12922,37114,37462,61.48,61.69
"26365",1059,12629,1569,13462,36807,37710,59.01,61.06
"26366",1140,12488,1769,13818,36577,36951,56.01,59.23
"26367",1217,13397,1784,13977,35442,35258,53.53,58.87
"26368",1078,14422,1555,14127,34741,34981,49.73,57.6
"26369",961,15304,1194,14414,34375,34927,45.01,56.35
"26370",687,15713,733,14655,34079,35080,44.52,58.57
"26371",227,16063,255,14798,34065,35274,44.62,62.88
"26372",36,15686,32,14880,36394,37370,53.04,62.54
"26373",29,15233,9,14853,37531,38355,56.51,63.04
"26374",27,14367,9,14863,36785,37128,56.01,61.77
"26375",27,14739,11,14801,34180,34310,52.26,59.29
"26376",17,15112,12,14715,31039,31080,44.52,50.74
"26377",423,5669,121,5457,25173,24890,40.43,36.5
"26378",313,5836,89,5226,23206,22892,32.02,17.22
"26379",250,5841,143,5029,21873,21436,29.03,12.96
"26380",196,5797,71,4803,20962,20636,25.09,12.28
"26381",175,5698,65,4741,20494,20276,22.14,13.72
"26382",174,5311,58,4707,20482,20235,22.49,19.94
"26383",134,5110,40,4816,20954,20708,22.97,30.29
"26384",92,5220,41,5066,21575,21220,23.05,40.25
"26385",306,5358,336,5098,22018,21777,22.44,55.12
"26386",1259,5299,1315,5070,23745,23736,25.81,56.32
"26387",2731,5324,2626,5104,25367,25195,28.34,57.75
"26388",4021,5276,3659,5304,26273,25876,28.3,57.08
"26389",4742,5724,4216,5453,26060,25610,26.23,56.58
"26390",5166,5608,4491,5698,25809,25179,22.14,55.28
"26391",5024,5553,4523,6029,25605,24932,19.01,53.47
"26392",4778,5690,4352,6444,24350,23987,13.72,52.87
"26393",4102,6702,3959,6866,23455,23262,14.27,52.4
"26394",3251,6958,3361,7231,23171,22859,19.54,57.71
"26395",2152,7260,2466,7538,23313,22924,20.54,59.34
"26396",1019,7110,1351,7862,24320,23696,25.31,58.13
"26397",490,7735,545,8252,26696,26026,30.03,58.66
"26398",381,8799,295,8738,29228,28770,38.87,57.99
"26399",317,9488,198,9201,28109,27734,38.83,56.78
"26400",213,10054,190,9276,26367,26027,32.02,49.69
"26401",29,4402,135,4112,24943,24004,46.23,38.47
"26402",11,4587,150,4131,23270,22300,36.08,23.57
"26403",11,4482,166,4157,21899,21162,34.3,16.24
"26404",11,4536,175,4184,21141,20561,32.72,14.22
"26405",11,4225,162,4159,20610,20264,32.6,13.62
"26406",10,4028,105,4030,20177,20037,34.99,21.44
"26407",11,3860,95,3922,20230,20223,35.49,32.25
"26408",69,3603,192,3837,19720,20090,34.99,47.08
"26409",668,3267,857,3547,20320,21114,34.99,58.94
"26410",1765,3209,1968,3307,22036,23050,40.88,59.92
"26411",2895,3298,3096,3152,23348,24492,44.68,62.46
"26412",3320,3203,3852,3104,24068,25223,45.43,61.78
"26413",3526,3262,4248,3069,24228,25389,45.15,61.63
"26414",3545,3325,4357,3109,24501,25542,45.13,60.11
"26415",3683,3551,4198,3503,24362,25099,44.5,59.9
"26416",3557,4393,3937,4032,23112,23834,35.59,60.97
"26417",3384,4538,3612,4580,22208,23017,34.91,61.71
"26418",2993,4514,3183,4649,21639,22735,32.72,63.29
"26419",2739,4492,2546,4613,21561,22835,34.54,67.18
"26420",2192,4215,1659,4531,21865,23281,35.4,67.85
"26421",1075,3688,763,4255,23405,24770,45,69.6
"26422",458,3542,372,4030,27009,27316,49.65,68.98
"26423",305,3858,260,4043,26786,26745,49.01,64.93
"26424",164,4361,246,4227,24772,24843,47.1,61.69
"26425",355,1400,308,1392,25331,25315,65.61,62.76
"26426",302,1194,275,1235,23855,23802,64.82,57.79
"26427",242,1138,235,1200,22930,22721,63.35,51.25
"26428",231,1191,245,1192,22558,22606,63.04,47.65
"26429",230,1210,236,1201,22474,22345,62.69,39.23
"26430",205,1225,216,1194,22852,22638,62.4,38.62
"26431",170,1029,176,1190,24481,24358,64.97,38.98
"26432",309,1063,365,1208,27012,26797,64.97,44.7
"26433",947,897,1052,1251,29389,29053,66.13,50.73
"26434",2117,765,2165,1348,30703,30364,66.26,54.88
"26435",3528,930,3264,1485,31381,31084,65.95,60.5
"26436",4192,1428,4071,1767,31826,31549,65.08,61.79
"26437",4607,2000,4411,2117,32202,31908,65.08,60.79
"26438",4917,2505,4608,2623,32138,31924,64.97,57.9
"26439",4864,2883,4576,2802,31095,31032,62.86,55.34
"26440",4392,3396,4392,2904,30193,30223,60.52,52.4
"26441",3836,3673,4070,2993,29697,29762,60,46.01
"26442",3496,4042,3623,3029,29534,29657,59.85,51.18
"26443",2923,4389,2961,3079,29069,29153,59.72,57.17
"26444",2495,4911,2086,3107,28908,28886,60.75,56.13
"26445",1624,5244,1219,3217,28896,28695,62.81,57.17
"26446",816,4210,658,3454,29133,29112,64.14,56.93
"26447",583,3416,443,3658,28545,28473,63.04,54.39
"26448",545,3313,411,3679,26597,26404,60.16,52.83
"26449",104,1792,363,2336,25761,25657,62,48.65
"26450",98,1615,381,2086,24193,24090,61.14,25.47
"26451",97,1559,242,1834,22999,22924,60.89,26.37
"26452",96,1518,237,1580,22331,22334,58.68,27
"26453",97,1352,232,1405,21891,21903,58.43,26.15
"26454",98,1246,206,1306,21704,21520,58.34,27.44
"26455",100,1279,238,1266,21498,21368,56.69,29.65
"26456",240,1344,455,1247,21255,21291,52.99,32.91
"26457",803,1242,1111,1303,22248,22570,52.99,40.1
"26458",1690,1181,2072,1427,24118,24388,55.19,52.93
"26459",2598,1313,3004,1637,25674,25963,55.19,54.83
"26460",3249,1472,3665,2123,26709,26848,55.67,59.76
"26461",3608,1994,4054,2722,27327,27451,55.19,58.45
"26462",3920,2821,4245,3434,27928,27952,55,60.67
"26463",3988,3718,4281,3923,28076,28153,55,60.24
"26464",3904,4293,4195,4323,27070,27341,51.33,56.83
"26465",3777,4979,3986,4690,26399,26724,50.19,56.08
"26466",3530,4880,3652,4762,26108,26355,50.15,60.86
"26467",3060,4839,3117,4659,26187,26132,50.25,68.36
"26468",2491,4948,2342,4466,26609,26550,52.09,76.47
"26469",1617,4925,1451,4151,27097,27009,55.75,78.39
"26470",772,4357,786,3747,27864,27768,61.14,83.31
"26471",499,3940,541,3445,28816,28830,63.19,77.03
"26472",461,3710,520,3272,27165,27283,62.78,70.92
"26473",694,5603,654,6013,28690,28973,62.01,71.54
"26474",689,5661,643,5900,26809,26978,58.01,62.36
"26475",685,5289,621,5783,25542,25717,54.25,57.12
"26476",683,5004,601,5594,24929,25007,52.74,54.64
"26477",682,4999,573,5427,24551,24715,52.3,54.37
"26478",658,4988,516,5306,24837,24865,52.33,55.67
"26479",450,4720,437,5142,26571,26500,55,63.83
"26480",306,4515,414,4914,28397,28418,58.44,70.69
"26481",858,3955,967,4613,30612,31016,63.9,76.22
"26482",2356,3423,2550,4303,32902,33411,65.1,75.63
"26483",3843,3078,4018,4043,34539,34929,65.7,77.49
"26484",4842,2970,4760,3890,35742,36404,66.8,76.51
"26485",5213,2974,5174,3740,36788,37537,67.97,76.37
"26486",5347,2985,5386,3775,37606,38181,68.34,74.99
"26487",5360,3070,5439,3873,37246,37951,68.19,74.59
"26488",5175,3386,5317,4092,36669,37465,67.89,74.51
"26489",4890,3795,5017,4364,36462,37143,67.51,72.71
"26490",4367,4092,4567,4803,36273,36836,67,73.33
"26491",3699,4398,3943,5293,35642,36254,65.87,77.39
"26492",2734,4704,3021,5823,34815,35460,65.87,78.13
"26493",1436,5154,1780,6320,33912,34656,65.01,78.73
"26494",773,5915,865,6878,34049,34867,65.86,77.09
"26495",676,6724,598,7309,33222,34253,65.32,74.49
"26496",569,6885,544,7382,30741,32022,62.51,72.72
"26497",349,7032,384,7184,28124,28117,67.49,72.24
"26498",231,6684,280,7071,26654,26500,61.91,58.13
"26499",119,6526,190,6752,25314,25217,59.28,51.61
"26500",88,6310,100,6414,24614,24377,58.07,50.56
"26501",63,5665,45,6081,24159,23901,57.57,49.89
"26502",63,5496,159,5716,23830,23569,56.74,49.85
"26503",63,5288,45,5372,24194,23825,56.62,51.55
"26504",58,5018,105,5037,24864,24302,57.95,59.72
"26505",389,4737,486,4657,25958,25030,60.91,64.86
"26506",1393,4327,1567,4303,27850,27215,66.5,70.23
"26507",2948,4047,3318,3987,29572,29131,64.68,71.18
"26508",4346,3929,4388,3939,30654,30124,64.86,68.16
"26509",4954,3769,4904,3918,31145,30821,63.62,65.86
"26510",5159,3573,5160,3891,31680,31551,66.86,63.52
"26511",5188,3406,5185,3896,31536,31594,67.19,61.71
"26512",5028,3513,5030,3905,30944,30933,66.37,61.66
"26513",4672,3728,4692,3937,30300,30414,63.96,62.75
"26514",4111,3936,4136,4111,29871,30087,62.43,65.84
"26515",3258,4098,3278,4361,29546,29701,68.49,75.75
"26516",1963,4168,2119,4645,29375,29364,70,77.63
"26517",871,4520,1038,5023,29885,29672,71.14,77.86
"26518",588,5017,550,5420,31107,31042,70.67,76.34
"26519",478,5293,524,5806,29418,29442,68.72,73.3
"26520",301,5434,450,5680,27803,27625,67.15,69.13
"26521",49,7150,203,7047,23685,23720,59.53,65.84
"26522",49,7101,176,7314,22447,22667,56.1,55.01
"26523",49,7389,84,7526,21677,21892,51.41,53.66
"26524",49,7870,64,7698,21451,21649,47.38,51.71
"26525",49,7917,49,7836,21488,21547,47.59,52.17
"26526",49,8525,48,8059,22128,22136,51.61,51.71
"26527",49,8670,51,8322,24722,24622,69.13,54.75
"26528",49,8614,42,8586,28532,28097,74.9,65.12
"26529",164,9076,216,8840,30130,29724,75.67,72.85
"26530",1068,9056,1223,8969,31310,30807,76.24,73.29
"26531",2357,9291,2677,9040,31896,31501,73.7,73.7
"26532",3918,9599,3975,9048,32313,32181,72.45,65.99
"26533",4643,9445,4766,8997,32979,32949,69.95,65.55
"26534",4954,9190,5050,8985,33239,33195,66.23,56.26
"26535",4947,9136,5031,9330,32449,32426,61.17,54.42
"26536",4757,9588,4854,9742,31962,31895,59.45,55.59
"26537",4442,10357,4503,10138,31960,31644,58.18,55.39
"26538",3724,10479,3904,10324,31886,31656,60.42,58.42
"26539",2534,10335,2794,10453,31371,30812,69.93,61.47
"26540",1092,10128,1414,10549,31495,30893,75,64.01
"26541",527,10269,669,10567,33274,32858,75.67,68.79
"26542",455,10303,433,10566,32470,32059,70.08,65.99
"26543",344,10073,364,10546,29263,29129,64.91,55.28
"26544",153,10002,325,10382,26759,26755,59.49,52.91
"26545",15,2351,14,2232,26741,26485,71.61,45.39
"26546",15,2558,15,2169,24986,24649,68.71,40.84
"26547",16,2645,17,2215,23549,23220,67.64,38.45
"26548",15,2786,19,2418,22814,22586,66.53,38.6
"26549",15,3040,17,2763,22438,22221,62.45,38.58
"26550",15,3154,18,3078,22165,22148,59.2,41.77
"26551",16,3444,18,3394,22272,22469,59.2,47.04
"26552",17,3665,50,3352,22165,22957,59.52,57.74
"26553",540,3384,490,3188,22672,23960,59.2,63.98
"26554",1626,2980,1540,3061,24527,25994,64.18,65.4
"26555",2457,2965,2716,3191,25697,27364,64.99,65.15
"26556",3246,3345,3529,3438,26377,27682,64.46,64.87
"26557",3667,3659,3735,3775,26289,27398,62.88,62.43
"26558",3705,4007,3645,4053,26881,27520,63.28,61.42
"26559",3762,4192,3340,4207,27109,27262,58.36,62.09
"26560",3514,4776,2893,4392,26007,26185,54.69,61.38
"26561",2786,5090,2172,4503,25186,25375,54.49,61.43
"26562",1496,5138,1220,4626,25195,25196,62.99,63.9
"26563",463,5375,529,4812,27109,27299,70.69,66.54
"26564",190,6050,245,5044,28170,28822,71.28,67.36
"26565",150,6418,141,5269,29000,29569,71.07,71.2
"26566",59,6678,89,5489,29011,29496,69.8,69.44
"26567",39,6975,57,5495,28246,28344,67.64,63.93
"26568",40,7398,40,5463,26308,26424,59.11,64
"26569",51,6900,23,6317,27711,27592,67.2,59.98
"26570",51,7101,17,6419,25682,25652,63.34,53.68
"26571",52,7267,16,6481,24189,24165,54.89,50.61
"26572",50,7123,16,6615,23430,23445,55.29,50.21
"26573",51,7363,25,6683,23063,23176,52.01,50.36
"26574",51,7635,24,6725,23016,23167,52.01,51.59
"26575",50,7485,25,6747,23816,23782,55.9,60.34
"26576",51,7387,42,6695,25348,25273,57,65.41
"26577",110,7579,147,6606,26906,26823,58.46,71.96
"26578",741,7371,979,6435,29411,29418,63.98,72.19
"26579",1717,7070,1978,6290,31051,30850,65.1,73.94
"26580",2655,6854,2679,6301,31167,31070,65.76,73.1
"26581",3028,7149,3037,6442,30651,30452,64.77,71.03
"26582",3030,7844,3042,6700,30621,30335,62.76,69.7
"26583",2940,8110,2800,7060,29973,29804,59.65,67.72
"26584",2694,8218,2338,7392,28660,28701,55.79,67.44
"26585",1643,8062,1468,7645,28113,27893,53.14,67.34
"26586",434,7703,498,7953,28612,28646,63.89,67.82
"26587",48,7873,117,8430,30788,30653,67.09,74.12
"26588",37,8272,33,8862,31492,31068,67.03,74.62
"26589",36,8594,20,9179,31768,31525,65.67,74.41
"26590",35,8735,20,9454,31596,31244,65.01,72.5
"26591",35,8649,15,9519,30207,29784,63.65,69.03
"26592",34,8989,13,9458,28071,27859,60.05,67.13
"26593",20,4528,9,4397,28843,29696,56.02,59.8
"26594",21,4589,10,4678,26718,27207,48.14,52.59
"26595",20,4537,10,4552,25199,25639,46.6,51.04
"26596",20,4621,11,4501,24500,24942,46.1,50.58
"26597",20,4296,11,4491,24184,24452,46.2,50.61
"26598",20,3664,11,3904,24184,24303,46.6,50.94
"26599",20,3519,10,3464,24908,24930,47.13,51.55
"26600",20,3357,12,3439,27032,26539,50.05,54.16
"26601",31,3539,69,3366,29381,28350,50.98,55.8
"26602",212,3871,319,3794,31695,31034,58.16,62.3
"26603",593,3929,683,3951,33674,33328,60.76,64.72
"26604",865,4053,938,3971,33858,33998,60.5,64.52
"26605",925,4153,1045,4178,33244,33837,59.5,63.71
"26606",853,4662,1070,4409,33092,34051,59.07,63.45
"26607",729,5049,892,4933,32361,33580,58.7,62.97
"26608",721,5375,710,5229,31112,32283,55.57,60.04
"26609",548,6046,566,5553,30334,31363,54.99,59.55
"26610",240,5937,269,6065,30380,31130,56.01,60.63
"26611",40,5314,47,5632,32552,32760,61,66.62
"26612",21,5157,19,5157,33658,33712,61.97,67.23
"26613",19,5593,14,5452,34205,34044,63.82,69.09
"26614",18,5748,10,5826,33806,33730,62.11,67.45
"26615",18,5638,10,5740,32141,32351,59.54,64.01
"26616",18,5789,12,5797,29794,30229,58.15,62.73
"26617",16,5918,12,6027,27912,27927,48.7,53.24
"26618",16,5824,12,5905,25589,25579,45.27,49.7
"26619",16,5684,12,5745,23947,23887,43.92,48.46
"26620",16,5482,10,5506,22917,22968,42.1,47.12
"26621",17,5530,10,5512,22499,22367,42.09,47.08
"26622",18,5192,10,5349,22478,22345,42.1,46.93
"26623",17,4794,11,4994,22940,22849,43.92,48.79
"26624",17,4306,14,4461,23851,23666,45.01,49.89
"26625",41,4000,74,4139,24577,24472,45.21,50.59
"26626",256,3489,359,3702,26535,26437,47.66,53.33
"26627",661,3127,791,3218,28864,29091,53.9,58.9
"26628",972,2957,1196,2906,29841,30443,54.8,59.48
"26629",1250,3044,1272,2958,29974,30689,54.8,59.72
"26630",1346,2827,1402,2947,30778,31383,58.11,62.95
"26631",1377,2502,1305,2636,30950,31230,58.53,63.42
"26632",1173,2231,1124,2332,29933,29789,53.9,58.78
"26633",849,1982,755,2116,29342,28694,53.15,58.03
"26634",388,1828,324,1882,29369,28529,54.8,59.82
"26635",82,1953,111,1926,31609,30829,60.82,66.87
"26636",29,2285,61,2234,33121,32694,64.97,70.72
"26637",18,2572,15,2497,34165,33733,67.19,73.12
"26638",19,2681,13,2730,34529,33944,67.92,73.72
"26639",18,2826,13,2790,33016,32725,66.01,70.92
"26640",17,3008,13,2969,30426,29987,61.24,66.46
"26641",17,3007,12,3045,27241,27071,60.82,64.88
"26642",16,3130,13,3108,25103,24897,53.6,57.73
"26643",15,3152,14,3172,23854,23763,47.66,51.82
"26644",15,3287,15,3162,23365,23367,46.14,50.38
"26645",17,3697,12,3475,23236,23467,45.69,49.88
"26646",16,3665,13,3676,24040,24232,47.13,51.18
"26647",20,3815,17,3655,27201,27441,55.55,59.49
"26648",26,3900,34,3827,32643,32817,60.9,64.55
"26649",53,4000,130,3899,36537,36481,64.99,71.3
"26650",604,4024,676,4080,37633,37847,66.01,72.18
"26651",1727,3788,1715,3928,38404,38595,65.03,72.45
"26652",2662,4014,2646,3889,38685,38455,62.07,70.06
"26653",3399,4208,3378,4134,38319,37900,61.01,68.24
"26654",3562,4670,3542,4517,38212,37541,60.9,66.89
"26655",3498,5248,3323,5147,36978,36353,58.7,64.55
"26656",3326,5642,2914,5696,36296,35719,57.83,63.57
"26657",2780,5991,2296,5994,35971,35397,56,61.81
"26658",1558,6612,1402,6463,36142,35698,57.83,63.78
"26659",394,7541,582,7332,37768,37389,61.59,69.68
"26660",106,8632,204,8155,38810,38677,64.28,71.95
"26661",72,9144,42,9036,38924,39011,65.23,72.82
"26662",38,9534,28,9412,38145,38107,62.4,69.11
"26663",36,9921,36,9796,35454,35180,58.15,64.34
"26664",37,9973,21,10037,31975,31684,52.32,58.57
"26665",37,10071,19,10064,29223,29080,44.5,48.94
"26666",27,10192,20,10193,26994,26989,41.3,45.15
"26667",26,10150,23,10201,25597,25534,38,42.74
"26668",26,10224,22,10123,25097,25043,35.1,40.14
"26669",26,10165,15,10206,24950,24865,35.1,39.17
"26670",26,10092,15,10108,25632,25549,39.1,43.36
"26671",26,10160,14,10139,28271,28376,43.03,48.05
"26672",26,10023,18,10039,33167,33340,51.89,56.06
"26673",59,9985,98,9972,36192,36495,60.82,66.83
"26674",687,9660,624,9732,37077,37428,63.45,69.15
"26675",1789,9385,1483,9416,37761,37824,61.99,69.03
"26676",2824,9311,2301,9233,37476,37398,60.32,67.35
"26677",3323,9093,3118,9152,36857,36831,58.03,65.43
"26678",3523,9285,3490,9196,36721,36585,56.16,62.54
"26679",3496,9802,3370,9613,35668,35295,54.5,61.29
"26680",3271,10058,3065,9964,34994,34766,51.95,58.83
"26681",2686,10187,2339,10232,34665,34470,49.43,56.12
"26682",1339,10389,1135,10363,34805,34557,52.1,59.2
"26683",297,10946,451,10797,36586,36302,59.02,68
"26684",64,11536,167,11270,37979,37882,61.59,69.79
"26685",35,11547,23,11577,38280,38338,63.45,71.4
"26686",35,11430,34,11432,37536,37592,61.59,68.58
"26687",33,11485,23,11306,34754,34775,52.69,59.42
"26688",23,11524,18,11533,31479,31260,45.27,52.75
"26689",17,11441,14,11369,28847,28778,42.64,47.32
"26690",16,11400,14,11413,26644,26633,40,44.35
"26691",16,10692,9,11110,25350,25428,36.18,40.72
"26692",14,10530,11,10396,24831,24967,35.67,40.18
"26693",16,10151,12,10251,24680,24989,35.45,40.87
"26694",16,10043,12,9966,25334,25634,36.45,40.91
"26695",17,10069,11,9912,28003,28262,41.51,46.56
"26696",17,9931,14,9942,32699,33043,47.94,52.37
"26697",42,9506,126,9581,35532,35912,58.7,65.2
"26698",597,9232,635,9098,36681,36749,61.59,68.03
"26699",1609,8678,1559,8851,37341,37048,61.59,69.32
"26700",2484,8385,2430,8458,37123,36698,56.35,63.99
"26701",3185,8294,3209,8251,36689,36159,54.97,62.97
"26702",3510,8118,3608,8075,36602,35820,54.97,62.09
"26703",3567,7711,3617,7765,35455,34651,54.83,61.84
"26704",3486,7196,3239,7206,34755,34068,54.72,61.42
"26705",3056,6188,2600,6614,34353,33707,54.73,61.16
"26706",1661,5349,1431,5648,34504,33755,56.58,62.85
"26707",380,5057,489,5048,36097,35431,61.97,70.62
"26708",92,4968,207,4934,37288,37130,63.8,72.27
"26709",33,4697,31,4756,37667,37595,65.5,73.65
"26710",28,4299,37,4285,36899,36879,65.5,72.63
"26711",29,4178,20,4044,34269,34112,61.1,67.16
"26712",30,4388,18,4192,31085,30874,58.7,64.5
"26713",29,4637,19,4540,28837,28515,59.91,63.53
"26714",29,4815,20,4824,26689,26561,52,55.84
"26715",29,4564,22,4606,25348,25257,47.13,51.29
"26716",28,4575,22,4476,24930,24791,45.65,49.62
"26717",29,4721,20,4647,24857,24778,45.19,49.12
"26718",29,4672,20,4730,25488,25257,45.96,50.04
"26719",29,4349,21,4454,28188,27986,54.97,58.85
"26720",28,4036,33,4075,32800,32829,58.7,62.2
"26721",66,3921,132,3852,35676,35707,60.89,66.45
"26722",862,3802,733,3824,36599,36607,61.59,67.08
"26723",2160,3562,1816,3571,37064,36925,61.37,68.39
